genome,completeness,contamination,length,N50
EHA00725_bin.8.fa.gz,83.15,1.582,3216961,12931
EHA03406_bin.15.fa.gz,66.97,1.84,1409681,3251
EHA00665_bin.9.fa.gz,96.37,0.0,1821382,71375
EHA03419_bin.23.fa.gz,94.39,0.0,1926832,124313
EHA03379_bin.30.fa.gz,54.37,0.96,2146156,3992
EHA00726_bin.7.fa.gz,97.46,0.0,3036926,53528
EHA03375_bin.29.fa.gz,76.76,5.23,2304888,5110
EHA00657_bin.18.fa.gz,88.57,2.137,4101819,17519
EHA03397_bin.2.fa.gz,98.55,0.26,2229451,55403
EHA01409_bin.103.fa.gz,61.22,6.043,2650316,2419
EHA03781_bin.763.fa.gz,56.96,2.42,4164224,5556
EHA03587_bin.9.fa.gz,95.22,0.21,2963828,47199
EHA03396_bin.21.fa.gz,65.06,0.63,2822524,4884
EHA01426_bin.25.fa.gz,83.55,1.154,2346663,4948
EHA03694_bin.479.fa.gz,94.4,6.32,2965502,37392
EHA03384_bin.11.fa.gz,99.94,0.19,2525415,29053
EHA00564_bin.12.fa.gz,76.69,5.172,4290584,9599
EHA03781_bin.269.fa.gz,64.49,3.11,1711958,4103
EHA03694_bin.288.fa.gz,59.92,0.27,2210259,4525
EHA00652_bin.1.fa.gz,90.18,0.613,3348125,13751
EHA03781_bin.723.fa.gz,95.03,0.56,2392965,4649
EHA03422_bin.3.fa.gz,93.01,0.99,3165201,12057
EHA03588_bin.11.fa.gz,57.98,0.45,1355177,3209
EHA03694_bin.325.fa.gz,82.95,3.88,2141905,4860
EHA00689_bin.6.fa.gz,50.68,0.671,2213091,2634
EHA00722_bin.26.fa.gz,97.08,2.775,3429160,15509
EHA03446_bin.7.fa.gz,94.04,0.1,2937910,3066
EHA00644_bin.20.fa.gz,94.79,1.775,5514110,41961
EHA03694_bin.416.fa.gz,95.28,0.11,2091125,4069
EHA03781_bin.574.fa.gz,86.64,0.32,3101311,7884
EHA00681_bin.8.fa.gz,83.46,2.908,2453577,4706
EHA03755_bin.217.fa.gz,94.07,1.83,1920102,11845
EHA03755_bin.164.fa.gz,86.87,1.2,4239410,36224
EHA03418_bin.12.fa.gz,98.36,0.2,3411109,115607
EHA03755_bin.43.fa.gz,62.78,1.17,1537655,3952
EHA00666_bin.10.fa.gz,51.01,0.48,1175805,2521
EHA01426_bin.57.fa.gz,62.06,3.164,3067702,3151
EHA01421_bin.62.fa.gz,65.74,1.289,1863547,96506
EHA03382_bin.45.fa.gz,51.08,3.59,1591887,3247
EHA03781_bin.423.fa.gz,96.73,1.77,3304082,12924
EHA02915_bin.23.fa.gz,99.14,0.23,3402464,22742
EHA02919_bin.227.fa.gz,66.81,1.35,1063395,3147
EHA03384_bin.39.fa.gz,65.77,0.24,3678813,11378
EHA03419_bin.11.fa.gz,100.0,1.47,3703632,67487
EHA03427_bin.3.fa.gz,99.98,0.23,4631738,66847
EHA00647_bin.1.fa.gz,72.12,1.121,1752575,3498
EHA01421_bin.33.fa.gz,96.62,1.006,2782733,13962
EHA03409_bin.15.fa.gz,96.91,3.19,4705039,106016
EHA03440_bin.42.fa.gz,72.54,0.04,3080190,11267
EHA00669_bin.3.fa.gz,99.07,2.881,4439304,72480
EHA03384_bin.18.fa.gz,99.49,1.25,4089082,144124
EHA03781_bin.566.fa.gz,98.19,0.48,2762362,96567
EHA00642_bin.23.fa.gz,87.35,0.671,2087968,5975
EHA03436_bin.22.fa.gz,82.5,0.13,1869746,88193
EHA03781_bin.669.fa.gz,65.84,4.48,1815707,4292
EHA03421_bin.24.fa.gz,59.67,6.54,3791599,12374
EHA03694_bin.468.fa.gz,97.38,3.7,2983872,8489
EHA03755_bin.151.fa.gz,92.7,3.56,3113779,24424
EHA01432_bin.134.fa.gz,86.49,3.459,3045322,23672
EHA03598_bin.10.fa.gz,52.54,1.31,1414719,2491
EHA03781_bin.190.fa.gz,99.97,1.15,2291721,10491
EHA03781_bin.623.fa.gz,92.81,1.96,4486389,12732
EHA00726_bin.27.fa.gz,53.44,8.62,3115327,2621
EHA03755_bin.382.fa.gz,95.44,0.83,1011092,22232
EHA03442_bin.10.fa.gz,57.34,0.09,1806267,3254
EHA03403_bin.2.fa.gz,92.49,0.57,3001141,8227
EHA03781_bin.211.fa.gz,96.07,0.38,4071802,12462
EHA03651_bin.159.fa.gz,97.07,1.35,2079528,3562
EHA03651_bin.481.fa.gz,50.03,5.46,939894,4687
EHA03781_bin.279.fa.gz,87.74,0.69,2116496,6638
EHA01443_bin.66.fa.gz,98.47,0.453,4343091,60086
EHA03755_bin.17.fa.gz,66.26,2.02,1796713,3033
EHA03443_bin.13.fa.gz,84.63,1.95,1904991,6560
EHA03434_bin.41.fa.gz,97.54,0.7,730198,3698
EHA02919_bin.48.fa.gz,92.57,3.94,1671203,3119
EHA03694_bin.424.fa.gz,98.86,0.23,1994858,72532
EHA03403_bin.27.fa.gz,50.97,4.0,2586863,3988
EHA03415_bin.25.fa.gz,86.98,0.26,4726679,30035
EHA01447_bin.38.fa.gz,98.09,2.013,4275095,67513
EHA03403_bin.38.fa.gz,71.09,6.24,3421379,12662
EHA03781_bin.431.fa.gz,98.78,0.89,3347909,30109
EHA03781_bin.407.fa.gz,67.22,1.85,4139609,42749
EHA03781_bin.143.fa.gz,97.06,0.22,1883813,90695
EHA00672_bin.14.fa.gz,100.0,0.0,1908237,94319
EHA03755_bin.119.fa.gz,72.28,3.55,3103616,18996
EHA02919_bin.137.fa.gz,99.9,0.98,3409778,49559
EHA03438_bin.26.fa.gz,99.89,0.34,2018895,63266
EHA03407_bin.13.fa.gz,99.97,1.06,4270652,135846
EHA03395_bin.27.fa.gz,72.19,1.94,2412089,4231
EHA03755_bin.276.fa.gz,58.52,1.38,1870899,3725
EHA01404_bin.118.fa.gz,74.64,3.793,2642820,4450
EHA03396_bin.16.fa.gz,95.57,0.04,5782345,75293
EHA03440_bin.5.fa.gz,51.26,1.12,1109181,3085
EHA02919_bin.150.fa.gz,63.06,2.52,1649913,2980
EHA03694_bin.301.fa.gz,86.41,2.69,2325750,6663
EHA03781_bin.612.fa.gz,99.82,0.12,1601674,12601
EHA03651_bin.94.fa.gz,99.35,1.74,2579871,19051
EHA03781_bin.749.fa.gz,78.55,6.51,916300,15166
EHA03448_bin.34.fa.gz,76.9,8.06,2842973,27920
EHA00722_bin.35.fa.gz,74.0,0.099,789001,3401
EHA03755_bin.312.fa.gz,95.58,0.61,2646731,19410
EHA03388_bin.22.fa.gz,97.28,0.0,3125606,76324
EHA00724_bin.14.fa.gz,91.11,0.0,2091849,3535
EHA01443_bin.7.fa.gz,80.13,1.002,524539,3971
EHA03430_bin.15.fa.gz,86.95,2.81,1838258,9073
EHA03781_bin.299.fa.gz,87.01,1.65,2153769,8800
EHA03378_bin.14.fa.gz,51.7,8.31,3368048,2810
EHA03589_bin.2.fa.gz,91.31,1.15,1724535,8721
EHA03755_bin.201.fa.gz,90.38,3.36,2661018,18705
EHA03436_bin.5.fa.gz,100.0,0.07,1592999,2414
EHA00688_bin.11.fa.gz,74.89,0.0,889327,6344
EHA01415_bin.46.fa.gz,93.1,2.358,3136516,9686
EHA00661_bin.17.fa.gz,88.82,1.02,2643637,9964
EHA00659_bin.35.fa.gz,95.76,0.705,4395375,23990
EHA00668_bin.8.fa.gz,95.07,1.79,4311474,64868
EHA03651_bin.213.fa.gz,85.82,0.89,3366034,29864
EHA01439_bin.6.fa.gz,76.72,4.631,4311625,30200
EHA01447_bin.21.fa.gz,95.36,2.118,4936678,65875
EHA03651_bin.301.fa.gz,63.27,4.91,1772302,2902
EHA03755_bin.143.fa.gz,89.6,3.25,3404842,16233
EHA03781_bin.418.fa.gz,92.73,0.44,1669086,27916
EHA01826_bin.11.fa.gz,99.98,0.2,2764619,9416
EHA03651_bin.42.fa.gz,95.89,0.18,3425487,26992
EHA03651_bin.501.fa.gz,90.6,1.89,4734279,4430
EHA01443_bin.2.fa.gz,89.41,1.677,2012963,26761
EHA03445_bin.38.fa.gz,99.69,0.6,2900123,4009
EHA03694_bin.146.fa.gz,75.74,6.7,1158063,4246
EHA03437_bin.44.fa.gz,53.29,0.59,2860610,4435
EHA00691_bin.5.fa.gz,61.99,3.918,3375411,9804
EHA03420_bin.23.fa.gz,99.81,0.46,2916563,111281
EHA03781_bin.696.fa.gz,92.81,0.37,2607896,9100
EHA03694_bin.114.fa.gz,89.35,1.85,3914085,7247
EHA03447_bin.9.fa.gz,98.8,0.26,2452104,50667
EHA03781_bin.192.fa.gz,99.04,0.81,2192239,20070
EHA03694_bin.644.fa.gz,96.37,0.5,3151340,3943
EHA03781_bin.742.fa.gz,97.42,0.0,2442710,3428
EHA03781_bin.200.fa.gz,85.04,0.83,1036289,3826
EHA03694_bin.24.fa.gz,99.18,2.25,3640285,20537
EHA00692_bin.3.fa.gz,58.38,1.201,2185229,3721
EHA03781_bin.481.fa.gz,96.9,1.67,2805677,7999
EHA03420_bin.30.fa.gz,78.74,0.39,4891587,79704
EHA03781_bin.71.fa.gz,98.25,0.64,2493459,19805
EHA00726_bin.1.fa.gz,77.29,2.097,1684988,6394
EHA03386_bin.19.fa.gz,52.8,2.02,1583040,2792
EHA03694_bin.474.fa.gz,87.25,2.05,2144041,16656
EHA00722_bin.31.fa.gz,98.27,0.386,4226695,82824
EHA00660_bin.11.fa.gz,72.85,0.667,1381654,3641
EHA00805_bin.28.fa.gz,97.98,0.335,4294978,136288
EHA03651_bin.369.fa.gz,57.49,1.07,1525710,2128
EHA01404_bin.60.fa.gz,60.2,3.913,2081463,2597
EHA00652_bin.12.fa.gz,96.77,0.0,1955685,54056
EHA03439_bin.11.fa.gz,60.83,0.88,1897580,3530
EHA03694_bin.98.fa.gz,94.81,3.55,3510445,38443
EHA03587_bin.2.fa.gz,65.37,1.79,1855745,3487
EHA03694_bin.459.fa.gz,93.69,2.93,2396997,53962
EHA00677_bin.2.fa.gz,97.95,1.36,3011064,90754
EHA02919_bin.32.fa.gz,98.57,0.14,3054985,8804
EHA03380_bin.16.fa.gz,94.47,0.04,2116366,1157426
EHA00653_bin.2.fa.gz,69.36,0.537,3263478,6482
EHA03412_bin.25.fa.gz,66.67,1.29,1717687,3728
EHA03390_bin.11.fa.gz,92.16,2.04,4652002,12353
EHA03443_bin.8.fa.gz,75.45,3.84,2135468,3820
EHA03694_bin.643.fa.gz,78.22,2.45,2077468,4564
EHA03755_bin.131.fa.gz,89.71,3.2,4220525,23903
EHA03651_bin.166.fa.gz,92.76,0.94,2703683,12229
EHA03453_bin.17.fa.gz,92.25,1.18,2859907,10013
EHA03385_bin.16.fa.gz,99.06,0.53,3925254,124276
EHA03755_bin.306.fa.gz,76.53,3.51,2756435,5671
EHA03395_bin.2.fa.gz,94.57,0.48,5324021,36445
EHA00655_bin.1.fa.gz,85.69,1.425,3059983,6024
EHA03781_bin.207.fa.gz,97.56,2.56,4945110,23284
EHA03384_bin.22.fa.gz,100.0,0.13,1914010,252296
EHA00563_bin.36.fa.gz,97.46,0.632,1531776,267392
EHA03586_bin.27.fa.gz,89.39,0.1,2874881,28738
EHA03781_bin.766.fa.gz,58.19,6.03,3063385,5181
EHA00724_bin.13.fa.gz,68.95,0.468,1927458,141450
EHA00722_bin.18.fa.gz,81.26,2.435,3314459,5863
EHA00687_bin.20.fa.gz,79.4,0.38,2329749,4124
EHA01409_bin.82.fa.gz,59.79,8.381,654261,13346
EHA03694_bin.564.fa.gz,52.03,1.82,1660708,4640
EHA03586_bin.6.fa.gz,93.77,0.15,5478696,138210
EHA03414_bin.11.fa.gz,99.96,0.1,5001231,94234
EHA03446_bin.11.fa.gz,99.48,0.31,4894764,131299
EHA03416_bin.30.fa.gz,62.3,2.98,1598692,2963
EHA03694_bin.464.fa.gz,85.43,3.05,4896749,32268
EHA03781_bin.236.fa.gz,89.04,4.47,2007873,7862
EHA00563_bin.46.fa.gz,93.92,0.806,3862880,23443
EHA00727_bin.2.fa.gz,99.94,0.352,1681007,87506
EHA03436_bin.27.fa.gz,84.87,1.48,1603611,3594
EHA03373_bin.8.fa.gz,90.65,2.98,1423401,7152
EHA00646_bin.7.fa.gz,54.34,5.172,1480494,2415
EHA03587_bin.13.fa.gz,99.99,0.33,3901366,97420
EHA03694_bin.451.fa.gz,96.8,1.07,2204640,6513
EHA00563_bin.6.fa.gz,94.15,0.0,3201051,70478
EHA03436_bin.7.fa.gz,95.42,0.0,2116194,11244
EHA03694_bin.40.fa.gz,84.76,1.3,3164233,51424
EHA01447_bin.16.fa.gz,97.63,0.671,3042865,43428
EHA03781_bin.65.fa.gz,68.75,7.22,2282032,88636
EHA03694_bin.597.fa.gz,55.1,1.88,1327539,4590
EHA03781_bin.285.fa.gz,93.04,0.54,2726631,70630
EHA03651_bin.476.fa.gz,95.91,2.5,1758214,4050
EHA01409_bin.15.fa.gz,62.67,2.41,2252397,3238
EHA03403_bin.25.fa.gz,94.27,4.3,3354336,68044
EHA03438_bin.18.fa.gz,95.27,0.0,2174968,146081
EHA03447_bin.8.fa.gz,99.91,0.87,3084318,211525
EHA03440_bin.3.fa.gz,92.29,1.7,4640008,28721
EHA00648_bin.4.fa.gz,68.61,0.097,807051,3377
EHA03395_bin.23.fa.gz,64.49,1.89,2988253,4524
EHA02915_bin.89.fa.gz,70.92,2.23,3768074,5837
EHA03379_bin.6.fa.gz,96.91,0.07,3524077,15742
EHA03586_bin.40.fa.gz,78.87,0.0,1874803,2316
EHA03421_bin.6.fa.gz,90.1,1.67,2704006,5357
EHA03651_bin.380.fa.gz,84.17,4.05,2766353,4617
EHA03419_bin.17.fa.gz,95.56,0.23,4232269,98583
EHA03781_bin.280.fa.gz,95.87,0.15,2321877,13500
EHA03423_bin.18.fa.gz,89.89,0.28,2876605,17906
EHA01409_bin.53.fa.gz,64.12,0.156,4650756,16781
EHA03586_bin.13.fa.gz,77.77,0.12,3559967,11171
EHA03427_bin.12.fa.gz,96.36,2.8,4271873,44362
EHA00661_bin.7.fa.gz,93.48,2.564,4266706,46548
EHA03694_bin.572.fa.gz,64.09,1.61,2124037,3952
EHA03694_bin.215.fa.gz,81.28,2.02,1440195,18247
EHA03419_bin.22.fa.gz,97.15,0.17,4550940,39044
EHA03398_bin.6.fa.gz,94.09,0.01,2095737,166259
EHA03401_bin.5.fa.gz,94.75,0.32,2014448,166785
EHA03404_bin.15.fa.gz,97.09,1.42,3381808,11483
EHA03755_bin.118.fa.gz,89.18,2.24,5337991,49583
EHA01415_bin.42.fa.gz,82.04,1.075,3195688,7128
EHA03375_bin.24.fa.gz,63.4,0.71,3203192,8229
EHA00667_bin.19.fa.gz,55.95,6.034,4154272,10702
EHA03436_bin.17.fa.gz,73.74,0.69,2322005,2896
EHA03651_bin.189.fa.gz,95.38,0.02,1963199,14958
EHA01404_bin.103.fa.gz,97.97,1.006,2576287,22093
EHA03434_bin.1.fa.gz,95.28,0.14,2011438,39705
EHA01404_bin.106.fa.gz,94.11,2.263,2419979,9257
EHA03781_bin.19.fa.gz,99.96,8.96,1504250,12933
EHA03694_bin.153.fa.gz,89.12,2.57,1392624,5352
EHA03431_bin.52.fa.gz,99.72,0.15,1931137,77898
EHA03376_bin.3.fa.gz,80.93,0.4,1321663,3955
EHA01421_bin.79.fa.gz,71.37,1.724,5480438,42606
EHA02919_bin.40.fa.gz,99.93,2.29,4636699,9152
EHA03396_bin.8.fa.gz,95.69,0.0,1695007,165033
EHA03755_bin.13.fa.gz,94.94,1.84,2271112,13864
EHA00722_bin.11.fa.gz,86.95,3.502,2786388,7329
EHA03781_bin.228.fa.gz,54.04,2.96,2514882,26665
EHA01409_bin.87.fa.gz,97.58,0.0,3056419,11128
EHA01443_bin.100.fa.gz,79.31,3.448,4816629,18463
EHA00804_bin.9.fa.gz,93.87,0.0,2156191,133677
EHA03781_bin.88.fa.gz,81.77,0.72,2669152,42748
EHA02919_bin.286.fa.gz,94.5,4.82,722955,3674
EHA00675_bin.3.fa.gz,53.47,4.032,1799650,2390
EHA03411_bin.17.fa.gz,83.5,1.33,3995413,13056
EHA01409_bin.78.fa.gz,58.98,3.355,2403044,4401
EHA03387_bin.2.fa.gz,91.45,0.4,3871663,41925
EHA01421_bin.32.fa.gz,50.65,0.862,2179946,2796
EHA03651_bin.364.fa.gz,54.44,0.32,2380960,2740
EHA03414_bin.32.fa.gz,83.04,0.91,2854430,36451
EHA03694_bin.71.fa.gz,88.07,0.41,2094911,51120
EHA03599_bin.1.fa.gz,87.39,0.42,1079537,17561
EHA03781_bin.666.fa.gz,59.15,0.83,1807770,7888
EHA03651_bin.464.fa.gz,100.0,1.17,1214040,2492
EHA03781_bin.414.fa.gz,93.08,1.81,2010946,14005
EHA03694_bin.80.fa.gz,97.65,0.0,3547674,27125
EHA03385_bin.27.fa.gz,95.92,1.07,3500635,97857
EHA03694_bin.6.fa.gz,57.28,0.16,3046680,6238
EHA03409_bin.6.fa.gz,89.57,0.39,5163945,114525
EHA03651_bin.12.fa.gz,54.81,7.68,2335450,2377
EHA01443_bin.70.fa.gz,71.03,2.956,3035400,4160
EHA03694_bin.44.fa.gz,65.23,1.51,2133563,5870
EHA00689_bin.4.fa.gz,76.97,0.275,4223023,4489
EHA00656_bin.14.fa.gz,83.9,0.061,2511785,4900
EHA01447_bin.62.fa.gz,95.97,2.898,3445834,17888
EHA03781_bin.51.fa.gz,94.81,1.12,2998816,6862
EHA00660_bin.9.fa.gz,57.23,0.671,2536890,4270
EHA03411_bin.26.fa.gz,97.41,2.2,3514612,56381
EHA03427_bin.17.fa.gz,62.86,1.08,2173867,4895
EHA03393_bin.7.fa.gz,99.9,0.12,4828609,212854
EHA03755_bin.409.fa.gz,56.48,7.1,960861,2549
EHA03405_bin.16.fa.gz,79.79,5.67,4316943,22163
EHA00680_bin.14.fa.gz,80.87,1.73,4632991,63904
EHA03651_bin.390.fa.gz,91.54,1.09,1956552,5145
EHA03382_bin.37.fa.gz,50.47,7.09,2069462,3669
EHA03755_bin.24.fa.gz,63.5,2.09,2036509,3135
EHA03781_bin.740.fa.gz,97.82,0.0,2430069,67396
EHA00678_bin.7.fa.gz,93.6,0.026,1931361,13086
EHA03380_bin.12.fa.gz,66.39,0.87,3128594,5595
EHA01447_bin.44.fa.gz,72.35,1.496,2009559,4298
EHA02869_bin.5.fa.gz,93.07,0.49,2544118,11678
EHA00721_bin.4.fa.gz,93.24,1.68,3004470,13791
EHA03651_bin.84.fa.gz,81.64,4.66,3123206,10114
EHA00666_bin.3.fa.gz,94.3,0.0,1121096,3769
EHA01825_bin.7.fa.gz,72.16,1.88,3536019,7206
EHA03781_bin.222.fa.gz,90.6,0.29,2688478,9635
EHA03417_bin.36.fa.gz,66.0,9.09,2921730,3280
EHA03755_bin.229.fa.gz,94.81,1.51,2736758,33737
EHA03781_bin.261.fa.gz,96.32,1.97,3934297,6672
EHA03403_bin.20.fa.gz,60.89,0.79,1774921,3069
EHA03694_bin.475.fa.gz,90.02,0.63,1997000,10294
EHA00659_bin.17.fa.gz,88.84,1.342,2430988,11017
EHA03694_bin.189.fa.gz,71.08,2.28,1945789,6642
EHA00728_bin.14.fa.gz,98.65,0.335,2220688,161962
EHA03694_bin.590.fa.gz,99.75,0.0,2037243,4678
EHA03651_bin.209.fa.gz,92.67,0.33,1977721,17292
EHA03428_bin.11.fa.gz,56.75,0.7,3450183,9017
EHA03422_bin.29.fa.gz,57.25,8.66,1837959,6784
EHA03380_bin.11.fa.gz,73.76,1.24,4124706,10549
EHA03781_bin.665.fa.gz,97.66,2.02,1689259,4425
EHA01415_bin.85.fa.gz,78.89,2.684,2932546,3686
EHA03781_bin.248.fa.gz,99.41,0.31,2902578,7846
EHA03430_bin.1.fa.gz,99.98,1.19,3525761,81804
EHA00717_bin.50.fa.gz,94.11,0.653,2993221,5105
EHA03424_bin.13.fa.gz,65.4,2.43,2107792,3166
EHA02919_bin.88.fa.gz,98.68,0.28,2722554,13574
EHA01443_bin.76.fa.gz,87.42,2.215,3456245,11886
EHA03391_bin.19.fa.gz,96.07,0.01,2113607,101831
EHA03418_bin.22.fa.gz,87.59,4.04,6142212,94305
EHA03755_bin.187.fa.gz,96.04,0.72,3120421,35734
EHA03651_bin.9.fa.gz,94.78,5.42,2439561,4547
EHA03781_bin.776.fa.gz,57.1,5.24,1905529,4281
EHA02869_bin.15.fa.gz,99.71,0.51,3865231,46557
EHA03781_bin.23.fa.gz,93.81,2.39,4295834,52183
EHA03651_bin.197.fa.gz,84.02,3.05,2629552,7903
EHA03423_bin.45.fa.gz,71.41,0.7,3313018,38067
EHA03781_bin.525.fa.gz,77.51,4.31,2124985,5862
EHA03781_bin.265.fa.gz,98.07,1.06,1918982,24172
EHA01404_bin.37.fa.gz,97.66,0.185,4686276,97286
EHA03781_bin.292.fa.gz,95.29,1.8,2486735,5781
EHA00565_bin.20.fa.gz,68.51,0.0,660282,3297
EHA03378_bin.28.fa.gz,83.8,1.25,3602095,8812
EHA00724_bin.8.fa.gz,89.46,0.95,2693764,12135
EHA03433_bin.17.fa.gz,57.87,6.64,2760035,11964
EHA03755_bin.323.fa.gz,92.61,5.95,2593146,10661
EHA03694_bin.276.fa.gz,78.2,3.55,2731844,4798
EHA01426_bin.50.fa.gz,85.47,4.548,1868018,28805
EHA03694_bin.682.fa.gz,90.96,2.34,942446,2907
EHA03694_bin.131.fa.gz,60.09,3.89,2428294,3817
EHA02915_bin.75.fa.gz,84.56,2.07,1336532,2751
EHA00727_bin.5.fa.gz,54.21,5.598,1621036,2303
EHA03755_bin.192.fa.gz,97.92,2.22,2479131,13160
EHA03651_bin.435.fa.gz,83.31,1.18,1817161,3278
EHA03376_bin.6.fa.gz,82.52,2.25,3168193,8314
EHA03379_bin.43.fa.gz,64.2,0.31,2644371,9955
EHA03651_bin.509.fa.gz,51.2,2.38,2043387,2732
EHA03651_bin.241.fa.gz,95.07,2.21,2191222,3832
EHA03651_bin.199.fa.gz,61.94,4.21,1845994,3568
EHA03593_bin.15.fa.gz,75.52,0.46,1839750,19821
EHA03781_bin.314.fa.gz,96.28,1.48,1827842,15315
EHA02919_bin.207.fa.gz,95.82,0.1,2230460,209637
EHA00725_bin.9.fa.gz,94.66,7.444,1810650,7757
EHA03393_bin.17.fa.gz,99.65,0.48,4245421,88710
EHA00670_bin.10.fa.gz,95.0,0.238,3051033,244266
EHA03651_bin.113.fa.gz,96.18,0.57,1837933,25524
EHA00689_bin.13.fa.gz,62.51,0.867,2682057,15084
EHA03694_bin.362.fa.gz,100.0,0.66,1673665,24689
EHA01432_bin.150.fa.gz,91.76,2.992,3764372,8406
EHA01415_bin.50.fa.gz,95.72,2.215,3703336,22145
EHA00728_bin.15.fa.gz,98.65,0.0,2731304,60910
EHA00723_bin.10.fa.gz,99.58,0.0,1632457,93435
EHA00805_bin.10.fa.gz,96.98,0.0,3863088,42026
EHA03373_bin.29.fa.gz,60.7,3.74,2413335,3510
EHA02919_bin.281.fa.gz,97.49,4.29,2608265,7259
EHA02919_bin.252.fa.gz,53.19,1.75,2078087,3113
EHA03373_bin.6.fa.gz,50.3,4.91,3501587,2785
EHA00723_bin.22.fa.gz,95.4,0.574,3400964,140666
EHA01432_bin.110.fa.gz,90.5,2.215,3639260,24374
EHA03755_bin.203.fa.gz,74.34,2.88,2851838,6412
EHA03694_bin.90.fa.gz,96.85,2.33,2269971,10622
EHA03755_bin.265.fa.gz,79.64,9.48,4045288,7374
EHA01439_bin.55.fa.gz,53.77,2.918,2703820,2470
EHA03453_bin.27.fa.gz,93.8,1.8,3571233,115777
EHA03755_bin.405.fa.gz,53.75,2.17,2885958,10810
EHA00651_bin.14.fa.gz,93.87,0.192,5684108,75938
EHA01447_bin.67.fa.gz,80.13,2.125,1707769,8808
EHA03755_bin.157.fa.gz,89.3,1.01,5178894,14342
EHA03781_bin.330.fa.gz,99.75,1.48,2963399,33551
EHA03453_bin.1.fa.gz,95.82,1.09,2701332,83517
EHA02919_bin.136.fa.gz,58.39,7.47,2665579,3047
EHA01415_bin.83.fa.gz,50.69,8.662,2892472,9484
EHA03781_bin.596.fa.gz,97.95,1.71,848217,6069
EHA00726_bin.38.fa.gz,77.45,2.348,1905405,42853
EHA03430_bin.23.fa.gz,99.58,1.85,5289052,147677
EHA03781_bin.599.fa.gz,96.46,1.06,1414127,31367
EHA03694_bin.174.fa.gz,83.74,6.85,3695018,4207
EHA00805_bin.18.fa.gz,95.83,1.793,5966882,22717
EHA03413_bin.4.fa.gz,50.65,7.53,2618567,3627
EHA01443_bin.104.fa.gz,89.01,1.062,1623063,7288
EHA03651_bin.11.fa.gz,50.22,0.51,1372611,5131
EHA03445_bin.9.fa.gz,99.81,0.24,5328449,12583
EHA03401_bin.33.fa.gz,55.69,8.28,4088533,11294
EHA03599_bin.18.fa.gz,54.87,7.43,2356704,2166
EHA03755_bin.28.fa.gz,97.29,2.26,3636698,36247
EHA03694_bin.483.fa.gz,90.58,0.94,3962049,22581
EHA03433_bin.25.fa.gz,50.68,6.15,913091,2614
EHA01415_bin.44.fa.gz,98.18,0.877,2705465,45841
EHA03439_bin.20.fa.gz,80.85,8.67,1850972,6872
EHA00647_bin.4.fa.gz,96.55,1.997,4228044,72006
EHA02869_bin.118.fa.gz,99.88,1.11,4592057,36178
EHA01421_bin.64.fa.gz,97.96,1.297,4060965,47872
EHA00565_bin.31.fa.gz,80.97,1.123,1263755,3731
EHA01826_bin.72.fa.gz,53.04,0.19,2644263,6184
EHA03586_bin.38.fa.gz,54.23,9.33,2609969,9481
EHA03438_bin.29.fa.gz,96.92,1.32,2504087,43895
EHA00672_bin.2.fa.gz,100.0,2.247,3672509,76081
EHA00651_bin.35.fa.gz,50.09,8.245,3905413,2114
EHA02915_bin.67.fa.gz,99.62,0.01,2918016,23105
EHA03781_bin.688.fa.gz,95.59,0.41,2510083,82909
EHA03694_bin.509.fa.gz,84.07,4.63,1930529,4587
EHA03439_bin.28.fa.gz,53.69,0.3,2645618,16192
EHA03416_bin.7.fa.gz,91.06,0.81,3084199,11084
EHA03384_bin.6.fa.gz,54.07,1.33,6427546,48156
EHA03755_bin.149.fa.gz,94.71,1.2,4800750,22144
EHA00805_bin.66.fa.gz,96.59,0.793,2743680,42877
EHA03781_bin.625.fa.gz,76.27,4.29,1659006,15638
EHA03694_bin.233.fa.gz,86.94,0.39,3476358,43693
EHA03425_bin.24.fa.gz,95.8,0.05,2049368,220964
EHA03426_bin.23.fa.gz,64.47,3.86,2550733,3220
EHA03599_bin.39.fa.gz,70.74,2.59,3416602,15283
EHA00648_bin.9.fa.gz,86.54,4.495,3095223,3183
EHA03595_bin.8.fa.gz,99.44,0.0,4434397,142443
EHA03781_bin.333.fa.gz,97.8,0.29,2562257,24705
EHA00654_bin.13.fa.gz,68.47,9.064,1208024,8078
EHA00717_bin.46.fa.gz,94.91,0.961,2218349,20442
EHA00659_bin.18.fa.gz,86.18,3.942,4013372,10905
EHA03651_bin.296.fa.gz,99.97,1.74,4025101,7968
EHA01432_bin.123.fa.gz,70.85,0.671,1587245,5972
EHA03781_bin.737.fa.gz,79.14,0.09,2274714,6611
EHA03651_bin.46.fa.gz,52.38,1.07,3808362,16244
EHA03781_bin.458.fa.gz,99.87,4.01,2804372,8326
EHA03436_bin.13.fa.gz,99.17,0.1,1579124,18213
EHA03781_bin.353.fa.gz,99.12,0.61,1931281,11484
EHA03781_bin.713.fa.gz,88.08,1.29,2253288,3368
EHA03651_bin.383.fa.gz,52.69,0.37,1997441,3131
EHA03651_bin.201.fa.gz,95.74,1.03,1025863,47738
EHA03651_bin.118.fa.gz,96.93,0.79,3301710,70852
EHA03694_bin.633.fa.gz,56.14,1.51,2140323,4513
EHA01404_bin.83.fa.gz,95.19,1.166,3892563,28931
EHA03384_bin.32.fa.gz,80.55,2.42,3505925,21240
